Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Autophagosome Assembly (GO:2000785),27/40,0.0002196228541274659,0.0031839280253588,0,0,3.28599860682655,27.679933862529484,MTMR3;RALB;PHF23;RAB1B;WDR45;MTM1;EFNB1;SNX4;SCFD1;TBC1D14;PIP4K2C;EPHB2;SNX7;SH3GLB1;IFT20;PIKFYVE;PINK1;SNX18;FEZ2;RAB3GAP2;SMCR8;TMEM39A;NUPR1;RNF186;SEC22B;RAB5A;RAB3GAP1
GO_Biological_Process_2023,Nucleotide Metabolic Process (GO:0009117),11/12,0.00023014037312324708,0.0033181714452769,0,0,17.384714691453652,145.62864514529434,PNP;NMNAT1;GUK1;ME1;NMNAT3;ENPP3;PARK7;NUDT5;REXO2;DCK;FHIT
GO_Biological_Process_2023,Ribosome Disassembly (GO:0032790),11/12,0.00023014037312324708,0.0033181714452769,0,0,17.384714691453652,145.62864514529434,MCTS1;HBS1L;GFM2;TRIP4;ASCC2;DENR;EIF2D;ASCC3;MTIF3;MRRF;PELO
GO_Biological_Process_2023,Proteolysis Involved In Protein Catabolic Process (GO:0051603),46/78,0.00023655839200032355,0.003401413173258,0,0,2.27639897548956,19.00637320441887,VCP;VPS4B;CTSZ;NGLY1;VPS4A;OTUD7B;NEDD8;IDE;OMA1;PRPF19;CTSS;BAG6;CASP8;UBB;CTSL;DDI2;CAPN2;LONP1;CTSH;PMAIP1;RPS27A;CTSC;ANKZF1;CTSB;RSPRY1;ZYG11B;ZRANB1;PDCD6IP;USP9X;GZMA;RHBDD1;ISG15;NR1D1;CLPX;RNF41;DDB1;PSMA6;RNF123;UBE2W;CLPP;CHMP4C;MDM2;YME1L1;STUB1;CUL4B;LGMN
GO_Biological_Process_2023,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),45/76,0.00024256282048617,0.0034782717491997,0,0,2.298638067193147,19.134437534510795,GTF2A1;GTF2A2;GTF2B;MAZ;MED19;MED16;MED15;GTF2E2;MED17;MED11;MED14;MED30;MED10;MED31;ELOA;ELOB;E2F3;POLR2G;ELOC;POLR2I;PPARGC1A;MED1;DR1;TAF12;TAF13;TAF10;TAF11;MED8;MED9;GTF2F1;MED27;MED4;GTF2F2;MED29;MED6;MED28;MED23;CDK9;MED22;CDK7;ERCC3;MED21;TAF4;TAF2;TAF1
GO_Biological_Process_2023,Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320),21/29,0.00024742249853317586,0.0035287797966474,0,0,4.15161259048604,34.4767062409242,HSP90AA1;HSP90AB1;DCUN1D5;EPAS1;GPS1;DCUN1D1;COPS7B;COPS7A;HIF1A;TGFBR1;COPS4;COPS3;COPS6;ITCH;PINK1;COPS5;ZMIZ1;UBQLN1;CTNNB1;COPS8;WASHC1
GO_Biological_Process_2023,Vacuolar Acidification (GO:0007035),21/29,0.00024742249853317586,0.0035287797966474,0,0,4.15161259048604,34.4767062409242,ATP6V1A;GRN;ATP6V0B;RNASEK;CCDC115;ATP6AP2;TCIRG1;CLN6;TMEM199;DMXL1;ATP6V0A2;ATP6V1B2;PPT1;ATP6V1H;TMEM9;ATP6V0E2;ATP6V0D1;ATP6V1D;ATP6V0C;ATP6V0A1;ATP6V1F
GO_Biological_Process_2023,Regulation Of Fibroblast Proliferation (GO:0048145),30/46,0.00025297634556019724,0.0035891190191356,0,0,2.966950304128381,24.572919035589035,CDKN1A;DHX9;GSTP1;PDGFB;PDGFA;BMI1;CDC73;FTH1;PDGFC;EMD;CD74;PDGFRA;MORC3;SPHK1;WNT5A;DAB2IP;FN1;LIG4;MED9;PEX2;PARP10;SKI;SFRP1;CDK6;CDK4;NDUFS4;S100A6;CTNNB1;GAS6;TRIM32
GO_Biological_Process_2023,Cholesterol Homeostasis (GO:0042632),43/72,0.0002536936505851069,0.0035891190191356,0,0,2.347733185520281,19.43778250394463,SCARB1;GRAMD1B;INSIG1;MTTP;LRP5;TMEM97;TSKU;LIMA1;NPC1L1;HNF4A;RALY;APOE;LDLRAP1;APOB;LDLR;ABCG8;ABCA2;ABCG5;XBP1;DGAT2;PLA2G12B;CAV1;CNBP;EPHX2;NR1H2;APOA2;IL18;APOA1;APOC3;NR1H3;APOA4;NR1D1;SIRT1;TTC39B;EHD1;SOAT1;NPC2;SOAT2;APOC2;MALL;PLA2G10;LCP1;LAMTOR1
GO_Biological_Process_2023,Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),43/72,0.0002536936505851069,0.0035891190191356,0,0,2.347733185520281,19.43778250394463,ACVRL1;ITGB1;USP15;ITGB5;HPGD;SRC;PXN;TGFBRAP1;FURIN;ARRB2;PTPRK;LRRC32;CDH5;FNTA;ZMIZ1;ZMIZ2;GCNT2;MAP3K7;APPL1;SMAD2;JUN;SMAD4;USP9X;APLP2;STAT3;APOA1;FOS;SMAD6;SIRT1;SMAD5;TGFBR1;PTK2;TGFBR2;SMAD7;SKI;TWSG1;COL3A1;COL1A2;ID1;ZYX;ADAM9;ENG;BMPR1A
GO_Biological_Process_2023,Regulation Of Cytoskeleton Organization (GO:0051493),63/114,0.0002561837649786072,0.0036146570261821,0,0,1.957461123258765,16.187450921997037,GSK3B;PATJ;CLIC4;SPEF1;TESK1;SLC4A2;F11R;BAIAP2L1;CAPN2;MLST8;RAC1;HRAS;PDGFRB;PRKCD;ARHGEF19;RHOG;DYNLL1;RHOA;HCK;PFDN2;EZR;CRK;ARHGEF5;RHOQ;SMIM22;PRKAA1;RALA;PRKAA2;LRP1;ROCK1;ROCK2;TWF2;ARHGAP18;PDGFA;NEDD9;ARHGAP17;IQGAP2;CORO1A;CDC42;PAK1;SH3BP1;MAPK1;TPPP;PAK2;MARK2;CLASP1;MAPK3;HIP1R;PTK2;MTOR;BST2;CAMSAP3;TJP1;BST1;CYLD;DIAPH1;CAPN10;KATNBL1;TAOK1;TAOK2;CDK2AP2;CDK10;ESAM
GO_Biological_Process_2023,DNA Metabolic Process (GO:0006259),141/288,0.0002598956515155542,0.0036572516081268,0,0,1.5234093637454982,12.57609521176346,SMARCB1;TRRAP;FMR1;NUDT1;PARK7;BACH1;ALKBH3;YY1;TRIM28;RUVBL2;RUVBL1;LONP1;PCLAF;FBXO6;KMT5B;MEN1;ENDOG;KMT5C;NSMCE3;USP3;LIG4;LIG3;INIP;CDC34;MSH2;PSME4;UBE2V2;NEIL1;ASF1A;INO80C;INO80E;VCP;SET;INO80D;RNASEH2A;XPA;XPC;PDS5A;ORC4;ORC6;RAD21;ORC3;HLTF;EP400;XRCC6;UBE2B;GADD45A;INTS3;SMARCA5;LTO1;INO80;UBE2A;POLA2;CDK2;CDK1;NABP2;UBE2N;RAD17;NABP1;MMS19;TOP2A;TOP2B;BTG2;FEN1;FBH1;OGG1;HMGB2;HMGB3;MRPL36;HMGB1;PTMS;POLB;HPF1;SUMO1;TOPBP1;POLG;TOP3B;DFFB;UPF1;PARP4;PARP1;PARP2;RFC2;ACTL6A;USP45;ACTR8;AXIN2;GLRX2;TERF2;UCHL5;REXO4;TSN;DDB1;SUPV3L1;KIN;NSMCE4A;MCM3;RBMS1;TERF2IP;MCM5;MCM6;TOP1;DNASE1L3;DCTPP1;DNASE1L1;MCM2;PARG;PNKP;DOT1L;SAMHD1;POLD3;TBRG1;PURA;TFPT;WRN;RECQL5;TDG;POLD2;RPS3;NT5M;TCF7L2;NPM1;DUT;RRM1;MCRS1;PTGES3;CNBP;RPA1;RPA2;GTF2H1;NAP1L1;GTF2H3;GTF2H4;ERCC3;APEX1;RPA3;ERCC1;POLE3;PWWP3A;NOP53;RAN
GO_Biological_Process_2023,Regulation Of Protein Localization To Nucleus (GO:1900180),33/52,0.00027065613828987915,0.0037898805802484,0,0,2.7487257761181825,22.579851546476863,ILRUN;YAP1;GSK3B;TFRC;NVL;TESK1;OTUD7B;PARK7;FLCN;PPP3CB;SIN3A;SUMO3;ORMDL3;TPR;CTNNA1;KAT7;CDK5RAP3;JAK1;TCF7L2;CREBBP;TRIM40;DTX3L;LIMK2;PLK1;EIF2AK3;PARP9;YWHAZ;MTOR;LATS1;BMP4;CDK1;PIN1;LAMTOR5
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),38/62,0.0002729934946978155,0.0037898805802484,0,0,2.5063803601502785,20.567514114775143,BECN1;PLEKHF1;BCL10;CTSS;BBC3;DEDD2;PYCARD;SLC9A3R1;BCLAF1;CTSL;HYAL2;RACK1;TNFSF10;RPS3;CTSH;PMAIP1;RIPK1;FADD;DNM1L;BID;PAK2;BOK;BCAP31;FIS1;TNFRSF12A;CRADD;CAV1;DAB2IP;G0S2;TGFBR1;PML;TRAF7;CYLD;DDIT3;BAX;NUPR1;LTBR;GSDME
GO_Biological_Process_2023,ERBB Signaling Pathway (GO:0038127),34/54,0.0002735201368193316,0.0037898805802484,0,0,2.690547714618672,22.07361751524438,PIGR;GRB7;PTPRR;DGKD;CUL5;SHC1;SRC;MVP;TGFA;IQGAP1;PIK3C2A;CBL;SLC30A10;AREG;EFEMP1;NCK2;AKT1;MAPK1;PTK2B;CPNE3;PDPK1;GAB1;ERBIN;BRAF;PTPN11;PTK2;VIL1;PIK3CA;KIF16B;GRB2;STUB1;SOS1;BCAR1;HBEGF
GO_Biological_Process_2023,Regulation Of Lipid Metabolic Process (GO:0019216),34/54,0.0002735201368193316,0.0037898805802484,0,0,2.690547714618672,22.07361751524438,PANK2;PRKAG2;IRS2;ADIPOR1;LACTB;C1QTNF2;RNF213;HNF4A;OPA3;PSAP;PLCG2;PCK1;NCOA2;CAV1;MBOAT7;MID1IP1;RARRES2;APOC3;CIDEB;EDF1;ABCA7;NR1D2;NR1D1;TM6SF2;NPC2;APOC2;ID2;ADGRF5;ANGPTL8;PPARG;PPARA;PLPP1;CERS2;PPARD
GO_Biological_Process_2023,Negative Regulation Of Macroautophagy (GO:0016242),17/22,0.0002746678304402962,0.0037898805802484,0,0,5.375865633074936,44.0818190746149,RUBCN;USP36;PHF23;CLEC16A;TSC2;MTOR;MTM1;PINK1;SCFD1;PIK3CA;FEZ2;QSOX1;SMCR8;TMEM39A;NUPR1;SEC22B;UBQLN4
GO_Biological_Process_2023,Platelet Dense Granule Organization (GO:0060155),17/22,0.0002746678304402962,0.0037898805802484,0,0,5.375865633074936,44.0818190746149,F2R;HPS1;AP1B1;AP3D1;DTNBP1;HPS4;AP3B1;HPS5;AP3M1;AP1G1;BLOC1S1;BLOC1S2;AP1S1;AP3S2;AP1S3;AP3S1;AP1M1
GO_Biological_Process_2023,Peptide Metabolic Process (GO:0006518),35/56,0.000275066185756139,0.0037898805802484,0,0,2.637917637917638,21.626964625313217,MIPEP;CPM;ENPEP;CARNMT1;CPQ;PSEN2;FURIN;IDE;PSEN1;APEH;PCSK5;SPPL3;PARL;CPN1;NPEPPS;NLN;IMMP2L;DNPEP;ANPEP;MGAT3;LTA4H;GGT1;SEC11A;SEC11C;MME;ERAP1;LNPEP;NAALADL1;IMMP1L;SPCS3;SPCS2;SPCS1;CPD;TPP1;THOP1
GO_Biological_Process_2023,Regulation Of Stem Cell Population Maintenance (GO:2000036),35/56,0.000275066185756139,0.0037898805802484,0,0,2.637917637917638,21.626964625313217,SMARCD1;HDAC2;SMARCB1;SF3B3;HDAC1;ARID4A;ARID4B;ELAVL1;ING1;WDR43;TAF5L;RBBP4;SIN3A;SAP30L;BCL7B;DPF2;BRD9;RBBP7;SUDS3;ZC3H13;SMARCE1;SS18;SMARCC1;PHF10;NCOA3;ACTL6A;ARID1A;SMARCA2;SAP30;SMARCA4;BRMS1;CNOT1;CNOT2;CNOT3;OGT
GO_Biological_Process_2023,Positive Regulation Of Lamellipodium Organization (GO:1902745),22/31,0.0002818592624049873,0.003863302149899,0,0,3.8662357250592554,31.60300780592756,ACTR3;CYFIP1;NCKAP1;ACTR2;CARMIL1;AKIRIN1;AUTS2;SRC;TWF2;BRK1;PIK3R1;CORO1C;CDC42;VIL1;OCLN;ARPC2;PIK3CA;RAC2;RAC1;ARHGEF7;RREB1;WASF2
GO_Biological_Process_2023,Triglyceride Homeostasis (GO:0070328),22/31,0.0002818592624049873,0.003863302149899,0,0,3.8662357250592554,31.60300780592756,SCARB1;XBP1;DGAT2;PLA2G12B;PNPLA8;IL18;NR1H4;APOA1;APOC3;NR1H3;FITM2;APOA4;MTLN;SIRT1;FUNDC2;MLXIPL;HNF4A;APOC2;ANGPTL8;APOE;ANGPTL4;LCP1
GO_Biological_Process_2023,Positive Regulation Of Protein Modification Process (GO:0031401),113/225,0.00030000448278618384,0.0041013566208878,0,0,1.60116594714809,12.9881988540812,APP;TFRC;FMR1;TESK1;CIB1;CRKL;GOLGA2;CDH5;CCND3;CCND1;AKT2;KDR;AKT1;CHP1;RALBP1;PRKCD;ATG10;DYRK1A;CSNK1D;SLC51B;MOB3B;CLDN3;BRMS1;ERP29;ADTRP;TNIK;ALG10B;CARD14;PPIA;CSF1R;CDCA8;BAZ2A;C3;FXR1;FXR2;CAMTA1;DVL3;RIPK1;ATG7;LYN;INSR;RARRES2;SMARCA5;ASPSCR1;PTK2;BMP4;EFNA1;MOB1B;MOB1A;MAVS;MOB2;TMEM119;PIN1;CALM3;CALM1;CALM2;CDKN1A;DDX3X;FBH1;ILK;ARRB1;SPPL3;MYDGF;FLCN;PTBP1;RB1CC1;RACK1;FLOT1;NPTN;RAC1;HRAS;HSP90AA1;AKTIP;AXIN1;PPP2R5A;AXIN2;DYNLL1;SIRT1;MMP9;CCNA2;CNEP1R1;PECAM1;BIRC5;GAS6;ENG;HDAC3;RALB;ROCK2;ITLN1;AMBRA1;AURKB;PTPA;PAK1;RELN;PPP1R7;ERBB2;P2RY1;FNIP1;MAPK3;CD74;SEMA4D;IL34;LIMK2;SVIP;ACVR2A;VEGFA;PINK1;TAOK1;RAB3GAP2;CDK2AP1;KRAS;RAMP1;RAB3GAP1
GO_Biological_Process_2023,Diol Biosynthetic Process (GO:0034312),14/17,0.00030748627148131984,0.004181971790224,0,0,7.376985664471135,59.65827409277782,ASAH1;ASAH2;GCH1;SPHK2;SPHK1;ACER2;DHFR;QDPR;ACER1;SPTLC1;SPR;SPTLC2;ACER3;SPTSSA
GO_Biological_Process_2023,Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),14/17,0.00030748627148131984,0.004181971790224,0,0,7.376985664471135,59.65827409277782,CCT3;PARN;CCT6A;TNIP1;RUVBL2;RUVBL1;TCP1;NHP2;CCT8;CCT7;CCT5;DCP2;NOP10;CCT4
GO_Biological_Process_2023,Positive Regulation Of RNA Metabolic Process (GO:0051254),23/33,0.00031343483738672644,0.0042519168043438,0,0,3.6379493147142488,29.350680669054707,RBM27;PNPT1;DYRK1A;NMD3;PIK3R1;SIRT7;HNRNPLL;RELA;WDR43;NFKB1;SETX;SUPV3L1;TRMT112;POLR2A;U2AF2;HABP4;RIOK2;DXO;GRSF1;HRAS;SLC38A2;RBM22;ZPR1
GO_Biological_Process_2023,Macromolecule Catabolic Process (GO:0009057),49/85,0.00032135778727684087,0.0043482180601535,0,0,2.155563483826328,17.337101077463,FBH1;IDE;USE1;CASP7;CASP3;MTREX;SLC16A3;SH3GLB1;DFFB;NCBP1;PABPC4;RNASE6;UCHL3;REXO4;SUPV3L1;KIF16B;XRN2;DNASE1L3;SQSTM1;DNASE1L1;SIDT2;BECN1;RNASEH2C;RNASEH2A;PIK3R4;HTRA2;DENND3;CLN8;RNF5;CLN6;EXOSC7;EXOSC5;EXOSC4;EXOSC9;SNX25;PPP1R8;MVB12A;RIPK1;EXOSC3;PNPT1;DAB2IP;MTOR;APEX1;NEDD4;RAB12;HNRNPD;PPT1;TPP1;LGMN
GO_Biological_Process_2023,Positive Regulation Of Hydrolase Activity (GO:0051345),91/176,0.00032241042469835,0.0043513038647907,0,0,1.697914396648302,13.650697267982618,USP6NL;ARHGAP11A;BCAR3;DOCK6;ITGB1;GSK3B;NDUFA13;DOCK8;RASGRF2;DOCK7;HMGB2;WDR41;SNX13;RAPGEFL1;CTSS;CX3CL1;DOCK10;PREX1;FLCN;FNTA;CTSL;RASGEF1B;CHP2;RACK1;CTSH;MMUT;HRAS;RALGPS1;TGM2;NDEL1;RALGPS2;BCAS3;RALBP1;RIPK3;F2R;APOA1;ARAP1;RHOC;RHOA;SFRP1;TBC1D20;TBC1D7;RAPGEF1;PKP4;ITGA6;SMCR8;ARHGEF7;SOS1;MAPRE2;SOS2;CCL11;ROCK1;RAP1GDS1;MTMR9;RAP1GAP;MAPK8;WRN;RAP1A;SH3BP1;PSAP;ERBB2;RPS3;DVL3;SNX9;EVI5;RALGDS;ZC3H15;S100A10;MAP4K4;CCL25;CCL24;SEMA4D;CCL20;ARHGAP27;PINK1;SNX18;SGSM3;SGSM2;RGS10;PIN1;F2RL1;CALM3;GNB5;CALM1;AGRN;CALM2;CD200;RAB3GAP1;EZH2;PICALM;LIMS1
GO_Biological_Process_2023,Protein Processing (GO:0016485),64/117,0.0003370109903787538,0.0045367525413997,0,0,1.9134277914987647,15.298611027134935,CPM;MYRFL;ECE1;PCSK7;PCSK6;PCSK5;SPPL3;CTSS;PCSK4;VSIR;THBD;IMMP2L;CASP6;CTSL;DDI2;CASP4;CASP1;LONP2;CTSH;GGT1;HGFAC;PSENEN;SRGN;MME;ADAM10;ADAM19;AFG3L2;IMMP1L;MEP1A;YME1L1;STOML2;KLK1;MYRF;TMPRSS4;PSEN2;HTRA2;TMPRSS2;FURIN;OMA1;PSEN1;SPG7;PARL;ZMPSTE24;CPN1;APH1A;NCSTN;PITRM1;TMEM208;RCE1;SEC11A;SEC11C;MBTPS1;PTCH1;TYSND1;SPCS3;SPCS2;BMP1;SPCS1;CPD;SPRTN;OGT;METAP1;LGMN;METAP2
GO_Biological_Process_2023,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),24/35,0.0003417671245073939,0.0045772384296769,0,0,3.451183240656925,27.545208259348914,DOCK5;CARMIL1;TESK1;ILK;NEDD9;APOA1;CIB1;OLFM4;TRIOBP;CRKL;CDC42;MDK;C1QBP;MYADM;FLNA;RAC1;CALR;P4HB;ARHGEF7;RREB1;CRK;DOCK1;S100A10;LIMS1
GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions (GO:0000375)",18/24,0.0003426206518329378,0.0045772384296769,0,0,4.743636128698799,37.848935189251705,SF3A3;SF3B4;SF3B3;SCAF11;LSM1;WDR83;PRPF8;SRRM1;PRPF4;SNRNP40;PRPF6;KHSRP;TRA2B;SRSF4;TXNL4A;SF3B1;SMNDC1;SRSF10
GO_Biological_Process_2023,Multivesicular Body Sorting Pathway (GO:0071985),18/24,0.0003426206518329378,0.0045772384296769,0,0,4.743636128698799,37.848935189251705,RUBCN;SORT1;VPS4B;VTA1;VPS4A;RAB27A;RAB27B;SNF8;LAPTM4B;CHMP1B;CHMP2B;CHMP2A;CHMP4C;CHMP3;CHMP6;CHMP7;RILP;CHMP5
GO_Biological_Process_2023,Macromolecule Modification (GO:0043412),47/81,0.000343640026248778,0.0045792636831181,0,0,2.188994430457008,17.459235447453448,RPN2;UBA7;UBE2D3;ARAF;PARN;UBE2L6;NEDD8;NAGPA;FBXO22;RNF2;UBE2L3;DUSP12;SERP1;PPP4R2;AKT2;STK38;ST3GAL4;ST8SIA4;ST3GAL6;SEPHS1;LCMT1;ST3GAL1;UBL4A;CSNK1G3;SLC35A1;USP25;MANBA;ST6GAL1;PARP4;ICMT;UBE2I;YES1;PARP1;RIPK3;MCRS1;WWP2;RABGGTB;FBXO11;RABGGTA;FBXW2;MSRA;CDC34;UBE2S;ADPRH;UBA3;MAN2B1;UBE2M
GO_Biological_Process_2023,Cellular Response To UV (GO:0034644),46/79,0.0003547335829120537,0.0047151866927629,0,0,2.20723641551031,17.53460286937786,CDKN1A;PCNA;TMEM161A;KDM1A;XPA;XPC;PTPRK;TRIAP1;CRIP1;AURKB;CASP9;YY1;STK11;HYAL2;RUVBL2;DHX36;EP300;BAK1;N4BP1;USP47;CREBBP;NPM1;OPN3;MME;PARP1;MMP2;NSMCE3;RHBDD1;PRKCD;INO80;MMP9;SIRT1;EIF2S1;CDC25A;RBX1;MAPK13;DDB1;CUL4A;ERCC1;NEDD4;RPL26;ATF4;RHNO1;COPS9;CUL4B;TAF1
GO_Biological_Process_2023,Spliceosomal snRNP Assembly (GO:0000387),25/37,0.000366660722618736,0.0048614789780378,0,0,3.29555742369374,26.07139732862847,TSSC4;PRPF19;PRPF8;SART1;SART3;SNRPD2;SNRPD1;SNRPD3;SRSF10;PRMT5;USP4;LSM4;LSM2;WDR77;PRPF6;CLNS1A;SNRPG;CD2BP2;STRAP;PRPF31;SNRPE;GEMIN7;HNRNPC;SNRPF;SNRPB
GO_Biological_Process_2023,Negative Regulation Of Phosphorylation (GO:0042326),44/75,0.0003765079010720311,0.0049795293081631,0,0,2.247265822678929,17.718728115412226,CDKN1C;PPP1R15B;CDKN1A;CDKN1B;ROCK1;PRKRIP1;PTEN;TESK1;HNRNPU;CIB1;IRS2;FBLN1;PARK7;CRKL;CORO1C;LRP6;UXT;PRDX3;CHP1;SIRPA;INPP5K;EPHB2;CDK5RAP3;SH3GL2;MEN1;CDKN2D;LYN;CDKN2B;IGFBP3;DAB2IP;DYNLL1;SIRT1;BMP4;IMPACT;IBTK;OCLN;DNAJC10;FKBP8;MYADM;TERF2IP;CACTIN;PLPP3;TARDBP;PPIA
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",26/39,0.0003880626908058065,0.0051195170484556,0,0,3.1638856551545724,24.85024522751417,TUT7;PARN;EXOSC7;EXOSC5;ZFP36;NLRP6;EXOSC9;TNKS1BP1;EXOSC3;CNOT6L;LSM1;RC3H1;SAMD4B;CNOT10;PATL1;RC3H2;PAN2;CNOT6;CNOT7;PDE12;CNOT2;CNOT3;CNOT8;DCP1A;CNOT9;DCP2
GO_Biological_Process_2023,Negative Regulation Of Cellular Catabolic Process (GO:0031330),40/67,0.0004160410667756211,0.0054471063260889,0,0,2.345183073445352,18.256609017052156,GSK3A;MTMR2;ROCK1;MTMR9;PTPN22;FOXK1;GOLGA2;RPTOR;MLST8;TIMP2;ZKSCAN3;TIMP3;TBC1D14;TRIM27;WASHC1;EIF4E;MFSD2A;MCL1;RUBCN;KDM4A;IL10RA;STAT3;APOC3;KLHL22;SORL1;SIRT2;MTOR;RRAGA;DAP;RRAGC;CPTP;RRAGD;TAB2;NUPR1;NRDE2;MET;EIF4G3;EIF4G2;EIF4G1;PTPN3
GO_Biological_Process_2023,Autophagosome Assembly (GO:0000045),39/65,0.0004244679296336717,0.0054471063260889,0,0,2.3743845555843484,18.43632227081183,BECN1;RAB1A;STX12;TMEM41B;WDR45B;RAB1B;ATP2A2;WDR45;GABARAP;RAB43;MAP1LC3B;MAP1LC3A;ATG101;RB1CC1;TOM1;UBQLN1;ARFIP2;MFN2;EMC6;ATG7;ATG5;ATG3;GABARAPL2;GABARAPL1;LRBA;ATG9A;WIPI2;ATG13;ATG12;VMP1;NSFL1C;PACS2;ATG16L1;RAB35;ULK3;ATG4B;ULK1;ATG4D;ATG2B
GO_Biological_Process_2023,Positive Regulation Of DNA Biosynthetic Process (GO:2000573),39/65,0.0004244679296336717,0.0054471063260889,0,0,2.3743845555843484,18.43632227081183,HSP90AB1;PARM1;PCNA;NVL;TNKS;PNKP;PARN;PDGFB;AURKB;HMBOX1;TNKS2;FBXO4;USP1;MAPK1;CCT8;CCT7;HNRNPA1;MAP2K7;MAP3K4;CCT5;CCT4;MAPK3;CCT3;PDGFRB;CCT2;HSP90AA1;RFC2;PTGES3;GINS4;NEK7;KLF4;CCT6A;SMOC2;RGCC;TNIP1;TCP1;CTNNB1;MAPKAPK5;PRKD2
GO_Biological_Process_2023,Positive Regulation Of Autophagy (GO:0010508),59/107,0.0004280373858274335,0.0054471063260889,0,0,1.947218433359314,15.103210366079663,GSK3B;SCOC;GSK3A;SETD2;PLEKHF1;PARK7;HMGB1;PIK3CB;PIK3C2A;TRIM8;FLCN;UFL1;STK11;TBK1;SESN1;RB1CC1;KDR;IKBKG;MAP3K7;SH3GLB1;BNIP3L;ENDOG;TFEB;TSC2;TICAM1;ATG13;SIRT1;DCN;CCNY;WAC;ULK1;ATF6;SQSTM1;OPTN;PAFAH1B2;BECN1;PRKAA1;PRKAA2;ROCK1;NPRL3;GNAI3;HTT;FOXO3;FOXO1;MTDH;LARP1;ATG101;ORMDL3;PLK3;BAD;PLK2;BNIP3;SVIP;TPCN1;TMEM59;PINK1;TRIM38;TRIM32;CDK16
GO_Biological_Process_2023,Cellular Response To Misfolded Protein (GO:0071218),15/19,0.0004306996521685196,0.0054471063260889,0,0,5.92821622319814,45.94426602302525,VCP;TOR1A;CUL3;DERL1;DNAJB12;DNAJB14;AUP1;RNF5;BAG6;UBE2W;RNF126;UFD1;STUB1;RNF185;UGGT1
GO_Biological_Process_2023,Heme Biosynthetic Process (GO:0006783),15/19,0.0004306996521685196,0.0054471063260889,0,0,5.92821622319814,45.94426602302525,ALAS1;ABCB6;FECH;COX15;UROS;CPOX;ALAD;SLC25A38;PGRMC1;UROD;HMBS;FLVCR1;TSPO;COX10;NFE2L1
GO_Biological_Process_2023,Negative Regulation Of RNA Splicing (GO:0033119),15/19,0.0004306996521685196,0.0054471063260889,0,0,5.92821622319814,45.94426602302525,SFSWAP;PTBP3;RPS26;PTBP1;U2AF2;SAP18;RNPS1;SRSF4;TMBIM6;SRSF6;RBMX;SRSF10;SRSF7;RPS13;SRSF9
GO_Biological_Process_2023,Positive Regulation Of Mitochondrial Fission (GO:0090141),15/19,0.0004306996521685196,0.0054471063260889,0,0,5.92821622319814,45.94426602302525,FIS1;RALA;RALBP1;BNIP3;MUL1;MIEF2;DDHD1;MFF;DCN;PINK1;KDR;PGAM5;VPS35;DNM1L;MCU
GO_Biological_Process_2023,Regulation Of Autophagy Of Mitochondrion (GO:1903146),15/19,0.0004306996521685196,0.0054471063260889,0,0,5.92821622319814,45.94426602302525,SREBF1;USP36;GSK3A;FZD5;FBXW7;CSNK2A2;HTRA2;HTT;PARK7;SREBF2;PINK1;HAX1;FKBP8;VDAC1;DNM1L
GO_Biological_Process_2023,Release Of Cytochrome C From Mitochondria (GO:0001836),15/19,0.0004306996521685196,0.0054471063260889,0,0,5.92821622319814,45.94426602302525,FIS1;MFF;SOD2;CLU;BBC3;TIMM50;GGCT;BAX;SFN;BAK1;BID;DNM1L;BCL2L1;BOK;MCL1
